ID_Prestamo,Monto_Prestamo_COP,Plazo_Meses,Edad_Agricultor,Experiencia_Anios,Ingresos_Mensuales_COP,Garantia_Respaldada,Subsidio_Gobierno,Tasa_Interes_EA
493,36899000.0,24,38,35,2118000.0,0,1,16.97
494,26634000.0,60,22,13,11858000.0,1,1,14.55
495,58325000.0,24,19,9,4204000.0,1,0,21.76
496,45636000.0,48,39,34,2355000.0,1,1,14.62
497,72120000.0,12,65,24,10174000.0,1,0,18.37
498,13939000.0,12,74,2,8861000.0,0,1,16.02
499,117055000.0,60,19,37,7904000.0,0,1,16.92
500,118414000.0,48,27,16,2969000.0,0,0,25.57
501,85289000.0,36,51,11,6420000.0,0,0,23.91
502,66651000.0,48,33,23,9652000.0,1,1,15.39
503,40596000.0,12,65,28,4549000.0,1,1,14.07
504,98586000.0,12,68,42,4635000.0,1,1,12.46
505,83744000.0,48,56,24,1334000.0,1,1,18.17
506,23701000.0,48,39,35,3164000.0,1,1,16.0
507,109757000.0,12,29,25,10667000.0,1,1,10.68
508,99592000.0,36,41,37,6027000.0,0,1,15.92
509,114227000.0,60,64,0,11831000.0,1,0,19.22
510,88458000.0,60,57,19,5534000.0,0,1,19.02
511,75543000.0,48,55,27,8952000.0,0,1,17.09
512,53098000.0,60,27,15,4317000.0,1,1,16.36
513,112264000.0,12,52,16,5193000.0,0,1,16.04
514,104597000.0,12,68,39,3341000.0,0,1,16.01
515,10200000.0,48,66,27,5014000.0,0,1,17.7
516,8032000.0,48,49,11,7155000.0,0,0,22.18
517,48293000.0,48,24,26,11912000.0,1,0,17.41
518,98214000.0,36,38,41,8407000.0,0,1,16.68
519,118537000.0,60,37,29,3432000.0,0,0,22.79
520,22298000.0,48,43,40,1781000.0,1,0,21.47
521,73325000.0,24,21,33,2652000.0,1,0,20.62
522,48802000.0,24,63,36,7319000.0,1,1,12.43
523,116540000.0,12,69,5,9487000.0,0,1,16.19
524,101844000.0,60,39,6,11362000.0,1,1,15.0
525,101408000.0,48,32,31,1469000.0,1,1,14.81
526,58900000.0,24,73,31,6894000.0,1,0,18.0
527,52704000.0,60,57,24,6338000.0,1,1,14.74
528,36442000.0,12,38,32,8320000.0,1,1,10.54
529,11483000.0,36,32,6,7287000.0,0,1,16.87
530,104443000.0,60,39,11,8651000.0,1,0,20.09
531,98484000.0,60,69,15,8341000.0,1,0,20.58
532,119968000.0,36,45,15,2552000.0,1,0,20.57
533,119613000.0,60,31,42,9857000.0,0,1,15.66
534,68875000.0,12,44,35,2619000.0,0,1,15.68
535,93434000.0,12,58,12,8774000.0,0,1,17.25
536,113648000.0,36,57,6,5753000.0,0,1,18.67
537,102709000.0,48,75,35,6798000.0,0,1,17.05
538,33445000.0,24,45,8,10965000.0,1,1,13.64
539,56813000.0,48,43,31,10822000.0,1,0,18.2
540,19853000.0,60,66,10,10051000.0,1,0,19.6
541,114716000.0,24,19,22,6759000.0,1,1,15.48
542,74710000.0,36,42,32,9178000.0,1,0,18.33
543,31294000.0,36,73,22,6788000.0,0,1,17.09
544,82246000.0,24,20,24,10605000.0,0,1,15.59
545,76085000.0,12,25,7,5610000.0,0,1,17.73
546,46189000.0,24,61,44,11682000.0,1,1,10.73
547,18059000.0,60,50,21,11276000.0,1,1,13.81
548,82231000.0,12,59,3,9235000.0,0,1,16.16
549,64835000.0,36,69,39,4290000.0,1,0,18.56
550,93817000.0,24,52,2,2709000.0,1,0,22.03
551,64819000.0,48,23,28,10445000.0,1,0,18.31
552,103001000.0,48,56,40,3069000.0,1,1,15.2
553,68469000.0,60,69,28,10441000.0,1,0,19.11
554,69508000.0,48,40,33,6551000.0,0,0,22.05
555,105815000.0,24,42,22,5650000.0,1,0,19.31
556,51401000.0,24,67,27,10964000.0,0,1,16.27
557,20412000.0,48,60,12,7761000.0,1,1,15.05
558,8310000.0,24,36,14,7470000.0,1,1,14.47
559,91841000.0,60,22,22,7279000.0,0,1,17.66
560,76336000.0,12,68,43,5272000.0,1,1,13.29
561,85969000.0,60,28,25,9706000.0,1,1,13.22
562,29491000.0,60,73,3,4005000.0,0,1,20.19
563,20683000.0,24,29,25,11346000.0,1,1,14.17
564,6673000.0,12,27,39,10866000.0,0,0,20.19
565,45318000.0,24,25,8,4911000.0,1,1,14.73
566,72841000.0,36,41,4,9105000.0,1,0,19.57
567,50108000.0,24,45,31,7433000.0,1,1,12.87
568,55310000.0,24,58,19,4913000.0,1,1,15.09
569,108978000.0,24,53,10,11877000.0,1,0,18.47
570,45049000.0,12,54,14,1570000.0,1,0,20.33
571,64109000.0,24,38,31,4003000.0,0,1,16.64
572,95120000.0,12,25,27,6865000.0,1,0,18.6
573,50602000.0,48,72,21,6885000.0,0,1,17.65
574,76540000.0,36,26,40,7602000.0,1,1,13.06
575,104172000.0,12,64,16,9343000.0,0,1,16.83
576,114195000.0,48,32,25,7971000.0,0,1,19.23
577,21913000.0,12,65,43,7723000.0,1,1,10.59
578,111558000.0,12,63,6,1873000.0,0,1,19.49
579,61593000.0,36,57,41,5329000.0,0,1,16.6
580,34698000.0,60,35,25,3783000.0,0,1,17.19
581,57801000.0,60,59,24,4139000.0,0,1,19.62
582,117704000.0,12,37,9,7231000.0,0,1,17.49
583,61651000.0,24,23,44,3435000.0,0,0,22.69
584,42806000.0,48,29,18,4445000.0,1,1,13.97
585,77841000.0,24,19,10,3837000.0,0,1,18.29
586,32617000.0,24,24,12,11449000.0,1,0,17.5
587,13724000.0,12,33,7,11408000.0,0,0,23.25
588,19821000.0,12,20,39,7826000.0,1,1,12.89
589,19725000.0,12,62,3,11192000.0,1,0,18.08
590,22469000.0,12,20,30,9708000.0,0,0,19.42
591,20965000.0,60,44,27,7612000.0,1,1,14.35
592,78701000.0,12,67,10,1369000.0,1,1,16.52
593,25916000.0,60,60,42,9566000.0,1,0,16.82
594,44752000.0,60,57,0,8817000.0,1,1,14.71
595,108131000.0,12,55,37,7883000.0,0,1,14.39
596,59506000.0,36,50,23,9437000.0,1,1,13.86
597,81769000.0,48,45,30,6788000.0,1,0,19.11
598,24817000.0,24,18,40,8834000.0,1,1,11.71
599,27113000.0,60,72,25,11306000.0,0,1,16.55
600,9700000.0,48,25,4,5321000.0,1,1,15.2
601,24428000.0,36,54,19,8877000.0,1,1,12.42
602,37038000.0,24,49,40,6390000.0,0,1,17.0
603,25356000.0,24,65,10,8516000.0,0,0,23.74
604,15201000.0,60,60,32,9463000.0,0,1,16.68
605,18873000.0,12,54,37,1786000.0,1,0,19.61
606,57990000.0,36,21,26,8219000.0,1,1,14.36
607,28728000.0,60,47,33,3726000.0,1,1,15.13
608,46891000.0,36,23,14,8469000.0,1,0,19.16
609,62893000.0,12,63,31,6311000.0,1,1,12.94
610,84395000.0,12,71,20,9577000.0,0,0,22.4
611,9521000.0,60,36,4,2620000.0,1,0,22.62
612,96932000.0,12,49,5,8002000.0,1,1,13.42
613,77209000.0,48,26,37,4280000.0,1,0,19.85
614,14402000.0,24,29,21,10427000.0,1,1,13.16
615,105462000.0,60,28,17,11234000.0,1,0,19.64
616,110900000.0,36,63,13,11961000.0,1,1,13.45
617,12024000.0,48,72,9,9817000.0,1,1,13.59
618,36841000.0,60,33,12,9365000.0,1,1,15.19
619,97713000.0,12,18,30,3606000.0,1,1,13.8
620,91050000.0,12,62,29,4895000.0,0,1,16.08
621,26220000.0,12,72,2,6283000.0,0,0,23.96
622,29075000.0,12,70,29,9575000.0,0,0,20.38
623,47604000.0,36,38,5,11090000.0,1,1,12.49
624,60720000.0,48,47,28,3324000.0,0,0,22.96
625,76099000.0,24,30,7,11169000.0,0,1,16.3
626,47425000.0,36,51,43,8743000.0,0,0,21.34
627,58191000.0,36,21,44,7835000.0,0,1,14.9
628,90959000.0,24,45,42,3438000.0,1,1,13.28
629,9219000.0,24,55,43,1894000.0,0,0,21.6
630,34030000.0,12,75,32,7383000.0,1,1,13.31
631,87035000.0,36,48,16,8271000.0,1,0,20.81
632,107949000.0,60,72,10,3555000.0,1,1,17.72
633,63843000.0,24,44,12,7254000.0,0,0,23.6
634,66193000.0,24,22,10,10464000.0,1,1,13.97
635,17325000.0,48,42,30,10235000.0,1,1,11.21
636,56452000.0,60,20,27,11223000.0,1,0,18.75
637,66251000.0,60,50,43,5215000.0,1,0,19.06
638,32884000.0,24,21,5,4703000.0,0,1,19.21
639,35963000.0,12,42,40,9319000.0,0,0,18.13
640,48388000.0,48,37,15,5913000.0,0,1,18.42
641,7308000.0,60,51,3,2237000.0,1,1,17.08
642,42039000.0,24,43,34,4326000.0,0,0,23.28
643,29317000.0,60,22,25,5779000.0,0,1,19.3
644,42662000.0,48,52,11,4430000.0,1,1,15.01
645,18773000.0,48,45,10,4855000.0,0,1,18.18
646,107411000.0,36,46,36,4443000.0,0,1,17.27
647,73263000.0,24,26,24,1744000.0,1,0,21.94
648,83097000.0,48,69,17,8117000.0,0,0,23.03
649,95755000.0,36,55,18,7691000.0,1,1,12.97
650,62321000.0,36,67,22,8291000.0,1,1,13.09
651,14996000.0,60,23,37,3358000.0,1,0,20.53
652,66767000.0,60,36,22,4464000.0,1,1,15.93
653,72487000.0,36,61,25,7930000.0,1,1,12.94
654,90726000.0,60,74,5,7716000.0,1,0,20.48
655,54641000.0,48,28,3,6718000.0,1,1,14.76
656,19672000.0,12,19,43,5049000.0,1,0,18.98
657,37634000.0,48,64,22,11068000.0,1,1,12.07
658,46754000.0,36,61,33,4936000.0,1,0,19.05
659,79280000.0,36,61,16,6175000.0,1,1,14.17
660,70640000.0,48,26,42,8556000.0,0,0,20.07
661,45951000.0,60,38,42,7110000.0,0,1,15.96
662,118449000.0,60,41,15,5012000.0,0,1,19.88
663,74664000.0,36,51,1,5961000.0,1,0,20.06
664,32281000.0,24,39,33,9801000.0,1,1,11.33
665,16705000.0,60,20,7,4276000.0,1,1,15.33
666,22579000.0,48,29,12,2822000.0,0,0,24.8
667,33285000.0,60,45,41,4651000.0,1,1,15.75
668,23478000.0,48,47,7,10390000.0,0,0,22.8
669,26455000.0,36,43,29,2252000.0,0,1,18.22
670,37786000.0,60,65,31,11911000.0,1,1,12.03
671,24938000.0,48,38,35,7089000.0,1,1,13.46
672,108128000.0,36,45,29,11838000.0,1,0,18.57
673,14227000.0,24,73,0,11347000.0,1,1,13.73
674,65319000.0,48,43,42,6145000.0,0,1,18.28
675,52196000.0,24,50,38,3424000.0,1,1,14.72
676,117974000.0,24,38,16,3064000.0,1,1,15.07
677,17884000.0,12,52,19,3868000.0,0,1,17.47
678,50753000.0,60,69,23,8898000.0,1,0,20.86
679,116489000.0,48,51,21,4221000.0,1,0,20.82
680,104533000.0,24,58,28,4953000.0,1,0,20.48
681,98963000.0,12,68,21,6102000.0,1,0,20.67
682,34659000.0,36,64,43,11072000.0,1,0,16.82
683,24652000.0,48,35,8,3327000.0,0,0,25.24
684,81894000.0,24,75,36,1354000.0,1,0,20.74
685,111878000.0,60,28,9,1943000.0,0,0,26.29
686,69028000.0,12,74,35,10981000.0,0,0,20.57
687,70735000.0,24,40,36,8228000.0,0,0,20.02
688,37198000.0,60,65,27,4222000.0,1,0,20.03
689,93492000.0,24,39,27,3196000.0,1,1,14.04
690,26510000.0,48,34,41,4449000.0,0,1,18.12
691,42223000.0,48,22,42,2528000.0,1,0,18.97
692,53925000.0,48,61,20,11374000.0,1,1,14.35
693,63375000.0,12,28,23,9691000.0,0,0,21.7
694,32877000.0,48,47,41,6248000.0,0,0,23.03
695,18206000.0,60,32,39,10555000.0,1,0,17.35
696,75221000.0,24,44,1,3969000.0,0,1,19.03
697,38193000.0,36,52,7,8973000.0,1,1,14.51
698,71842000.0,60,50,26,10461000.0,0,0,22.31
699,22752000.0,60,37,21,5117000.0,1,0,21.04
700,60331000.0,48,33,36,9405000.0,1,1,12.54
701,66248000.0,12,51,26,4457000.0,1,0,19.37
702,10960000.0,24,19,28,4498000.0,1,0,20.32
703,43709000.0,12,52,2,2446000.0,1,1,14.87
704,20458000.0,24,57,43,6009000.0,1,1,13.87
705,12288000.0,24,73,12,9108000.0,1,1,14.35
706,118845000.0,12,45,22,11360000.0,0,1,13.04
707,42071000.0,60,64,9,7761000.0,1,0,21.04
708,98136000.0,24,56,35,10536000.0,0,0,21.18
709,34284000.0,12,23,8,10101000.0,1,1,12.16
710,83373000.0,24,26,26,3155000.0,0,0,23.25
711,92426000.0,36,37,33,6498000.0,1,1,13.39
712,73498000.0,60,18,0,2551000.0,0,1,20.02
713,59231000.0,48,25,31,8599000.0,1,1,13.37
714,52362000.0,24,72,24,11464000.0,1,0,17.16
715,45120000.0,36,40,28,2767000.0,1,1,15.97
716,111896000.0,48,20,6,9153000.0,1,1,14.13
717,100521000.0,48,21,2,8065000.0,0,1,19.03
718,115978000.0,24,75,19,7545000.0,1,0,17.79
719,19294000.0,12,42,19,5474000.0,1,0,19.25
720,89050000.0,24,64,29,5100000.0,0,0,22.46
721,112909000.0,36,55,34,1784000.0,1,0,20.15
722,25842000.0,48,32,34,3632000.0,0,0,22.99
723,12647000.0,24,38,38,1462000.0,0,1,16.97
724,90229000.0,12,52,26,7521000.0,1,1,13.45
725,71064000.0,24,74,25,2433000.0,0,0,24.29
726,101810000.0,60,70,13,10641000.0,1,1,14.06
727,21074000.0,12,70,16,6898000.0,1,0,18.25
728,96456000.0,36,63,17,8787000.0,0,1,18.36
729,28187000.0,48,69,44,5696000.0,1,1,12.69
730,23820000.0,24,31,28,7298000.0,0,1,15.18
731,23891000.0,12,53,19,11386000.0,1,1,10.49
732,98676000.0,60,29,26,2185000.0,0,0,24.66
733,81498000.0,12,34,17,4017000.0,0,0,22.96
734,65153000.0,60,56,3,9646000.0,1,1,15.85
735,46266000.0,36,26,0,2356000.0,1,1,17.16
736,105878000.0,48,52,0,2110000.0,1,0,22.84
737,50131000.0,36,30,25,5168000.0,1,0,19.61
738,98909000.0,24,32,44,2286000.0,1,1,14.58
739,55501000.0,12,35,19,7560000.0,1,0,20.25
740,48349000.0,60,68,22,3721000.0,1,1,16.47
741,58208000.0,60,50,9,10884000.0,0,1,17.12
742,39658000.0,12,23,10,9683000.0,1,0,19.28
743,90975000.0,12,44,40,8787000.0,1,0,16.8
744,62813000.0,24,40,40,7901000.0,0,1,14.57
745,31704000.0,36,44,22,10539000.0,1,1,13.26
746,108451000.0,60,51,0,3687000.0,1,1,16.71
747,49147000.0,24,73,16,10642000.0,1,0,18.45
748,67509000.0,36,63,21,9748000.0,1,0,20.34
749,109244000.0,24,55,33,9305000.0,0,1,14.74
750,76787000.0,60,31,44,7305000.0,0,1,17.53
751,18443000.0,12,53,40,3935000.0,0,0,21.53
752,113081000.0,12,70,28,5832000.0,1,1,11.62
753,77186000.0,36,25,3,9791000.0,0,0,22.56
754,43514000.0,48,52,4,1640000.0,1,0,23.45
755,21016000.0,36,36,10,9668000.0,0,0,22.86
756,96313000.0,48,47,20,3869000.0,0,0,24.4
757,76308000.0,24,31,34,2844000.0,1,1,15.19
758,66348000.0,24,37,11,2538000.0,1,1,14.77
759,107798000.0,60,66,25,1592000.0,0,1,18.48
760,95689000.0,48,42,18,6902000.0,1,1,12.78
761,22443000.0,60,57,44,3635000.0,1,0,20.57
762,40848000.0,12,41,6,11887000.0,0,0,21.88
763,33576000.0,48,31,6,7446000.0,0,0,24.43
764,90554000.0,36,43,25,2775000.0,1,0,19.6
765,8856000.0,12,55,39,8670000.0,1,1,10.44
766,70537000.0,12,40,4,10906000.0,0,1,15.29
767,92683000.0,36,39,20,9273000.0,1,1,12.66
768,105828000.0,12,65,13,2118000.0,1,0,21.99
769,44339000.0,48,74,3,10886000.0,1,0,20.59
770,99445000.0,60,36,22,9795000.0,1,1,13.47
771,17723000.0,12,63,41,2994000.0,1,0,19.04
772,102342000.0,48,68,19,1854000.0,1,1,15.5
773,19661000.0,24,20,14,7263000.0,1,1,14.29
774,50688000.0,48,59,44,2970000.0,1,0,18.8
775,96689000.0,60,36,28,10230000.0,1,1,13.95
776,22241000.0,48,26,7,5134000.0,1,1,15.1
777,31364000.0,36,45,40,11068000.0,0,0,21.0
778,88059000.0,60,37,18,7353000.0,1,1,14.47
779,87804000.0,24,62,38,3255000.0,1,0,18.63
780,78732000.0,36,24,27,2794000.0,1,0,21.71
781,84804000.0,48,31,26,7468000.0,1,1,14.08
782,67413000.0,60,26,3,9452000.0,1,1,14.83
783,33957000.0,24,72,14,9662000.0,0,0,22.59
784,44755000.0,36,74,34,4251000.0,1,0,18.49
785,25884000.0,24,36,36,3485000.0,1,1,14.7
786,109472000.0,48,64,0,1479000.0,0,1,20.38
787,72090000.0,24,69,2,8567000.0,0,1,18.01
788,51098000.0,12,31,23,2119000.0,1,0,18.91
789,58131000.0,36,73,26,5802000.0,0,1,16.97
790,113938000.0,24,55,39,7738000.0,0,0,21.06
791,22635000.0,48,70,35,11327000.0,1,1,13.07
792,72416000.0,48,53,22,4636000.0,1,0,20.41
793,63177000.0,24,57,28,3973000.0,1,1,13.83
794,75317000.0,48,34,23,8300000.0,1,0,19.62
795,7083000.0,60,47,23,7926000.0,0,1,18.55
796,105294000.0,60,26,41,4854000.0,1,0,19.52
797,112194000.0,60,50,3,11231000.0,1,0,19.8
798,69990000.0,12,73,2,10340000.0,1,1,11.93
799,85115000.0,24,69,33,3697000.0,1,1,13.71
800,111087000.0,12,42,22,3859000.0,1,1,12.79
801,86332000.0,48,31,22,6782000.0,1,0,19.79
802,22542000.0,12,28,44,9577000.0,1,1,11.94
803,71273000.0,48,70,4,1771000.0,1,1,15.27
804,74772000.0,48,52,30,8719000.0,1,0,19.81
805,53775000.0,36,58,40,8236000.0,1,0,17.75
806,89691000.0,60,31,5,3777000.0,1,1,16.65
807,112452000.0,48,47,36,8590000.0,1,1,12.6
808,111440000.0,36,58,9,11360000.0,1,1,12.06
809,56847000.0,60,21,39,1801000.0,1,1,14.59
810,18022000.0,48,21,6,4720000.0,1,1,17.64
811,118257000.0,48,45,38,5988000.0,1,0,18.29
812,101473000.0,12,25,37,10922000.0,1,1,9.89
813,19336000.0,12,19,20,11596000.0,1,1,12.09
814,110897000.0,60,58,19,6052000.0,1,0,20.58
815,105038000.0,48,63,2,9325000.0,1,1,14.56
816,64666000.0,24,39,21,6989000.0,1,0,19.17
817,72997000.0,12,58,3,7054000.0,1,1,14.88
818,50885000.0,60,73,27,4276000.0,1,0,20.23
819,11298000.0,48,72,11,3621000.0,1,0,21.65
820,43548000.0,48,33,37,4382000.0,0,0,23.72
821,97328000.0,24,46,35,7253000.0,1,1,11.95
822,5533000.0,60,66,40,1612000.0,1,0,18.86
823,43352000.0,48,65,4,11008000.0,1,1,14.73
824,50789000.0,12,47,12,2972000.0,1,1,17.05
825,66800000.0,24,29,22,3655000.0,1,1,14.6
826,110783000.0,60,52,29,6846000.0,1,0,19.97
827,44830000.0,24,28,36,8898000.0,1,1,11.95
828,44900000.0,12,63,24,2324000.0,1,0,21.29
829,89813000.0,60,67,26,4699000.0,1,1,15.07
830,57005000.0,24,38,13,11665000.0,0,0,21.29
831,30830000.0,36,38,35,4107000.0,1,1,14.78
832,57031000.0,12,22,38,4650000.0,1,1,12.6
833,21199000.0,12,65,15,10251000.0,1,1,11.66
834,25285000.0,12,37,21,1837000.0,1,1,15.55
835,62312000.0,36,54,20,6271000.0,1,0,19.33
836,53176000.0,36,20,20,5362000.0,0,0,22.49
837,110207000.0,48,61,7,4687000.0,1,1,17.59
838,46675000.0,24,50,15,4357000.0,0,1,17.87
839,71768000.0,48,70,30,2278000.0,1,0,21.15
840,77710000.0,24,26,41,4669000.0,1,1,13.18
841,6506000.0,36,26,9,1761000.0,1,1,15.6
842,81307000.0,36,21,31,9656000.0,1,1,13.17
843,25474000.0,48,52,33,5561000.0,0,0,23.04
844,115523000.0,60,34,8,6050000.0,0,0,23.98
845,22096000.0,48,51,22,10861000.0,1,0,19.37
846,52682000.0,24,41,10,8341000.0,0,1,16.71
847,14815000.0,48,49,31,1386000.0,1,1,14.58
848,119641000.0,12,18,9,11392000.0,0,1,14.94
849,62752000.0,24,25,21,3837000.0,1,1,14.82
850,73469000.0,24,62,16,2451000.0,1,1,15.02
851,12714000.0,60,40,3,9519000.0,0,1,19.47
852,91245000.0,36,64,24,6655000.0,1,1,13.91
853,29139000.0,24,57,20,5941000.0,0,0,22.11
854,108276000.0,36,29,36,3970000.0,0,1,17.36
855,28591000.0,48,71,37,7158000.0,1,1,12.34
856,26929000.0,12,29,0,4236000.0,1,0,20.82
857,9203000.0,60,63,24,10947000.0,1,0,19.13
858,59288000.0,36,64,35,3603000.0,1,0,23.06
859,69957000.0,24,32,16,10763000.0,1,1,13.87
860,12556000.0,36,58,40,7286000.0,0,1,18.07
861,94186000.0,24,36,22,10165000.0,0,1,16.33
862,57128000.0,36,43,1,8927000.0,1,1,15.58
863,65305000.0,24,69,39,8755000.0,1,0,19.59
864,55688000.0,48,46,14,4771000.0,0,0,23.36
865,51088000.0,24,39,31,3803000.0,1,0,19.62
866,69359000.0,24,57,38,3556000.0,0,1,16.49
867,22853000.0,12,38,5,10472000.0,1,0,19.39
868,25922000.0,24,68,0,10079000.0,0,1,17.41
869,104105000.0,12,55,22,6014000.0,0,1,16.08
870,113803000.0,60,37,38,2717000.0,1,1,15.01
871,47931000.0,12,74,16,5390000.0,1,0,20.42
872,36136000.0,48,46,33,7927000.0,1,1,12.34
873,79060000.0,12,68,40,6162000.0,0,1,14.97
874,52004000.0,60,21,28,9648000.0,0,0,21.47
875,7919000.0,48,72,8,11975000.0,1,1,13.93
876,22958000.0,36,24,12,3345000.0,0,1,19.85
877,87337000.0,36,45,5,6218000.0,1,0,19.11
878,80776000.0,12,45,5,5912000.0,0,1,17.86
879,8116000.0,12,21,19,4558000.0,1,0,18.91
880,30527000.0,60,39,22,3420000.0,1,1,17.76
881,31574000.0,60,29,16,2003000.0,0,0,25.05
882,82268000.0,24,62,11,10792000.0,1,1,13.23
883,7267000.0,60,20,44,5792000.0,1,0,19.22
884,16972000.0,24,39,0,6617000.0,0,1,19.13
885,96990000.0,48,61,16,11111000.0,1,1,15.09
886,25533000.0,12,19,2,9606000.0,1,1,12.75
887,80066000.0,48,41,25,2696000.0,0,1,17.87
888,32391000.0,60,51,14,7350000.0,1,1,15.31
889,16436000.0,48,44,35,6032000.0,0,0,21.88
890,32965000.0,48,72,31,9830000.0,1,0,19.18
891,88061000.0,48,58,31,9049000.0,1,1,14.04
892,103405000.0,60,18,3,8687000.0,1,0,20.38
893,100475000.0,48,25,17,4944000.0,1,0,20.13
894,50676000.0,24,40,18,9913000.0,1,1,12.75
895,81830000.0,60,55,42,1861000.0,1,0,20.6
896,28573000.0,48,23,34,3008000.0,0,0,23.75
897,38712000.0,60,39,39,4891000.0,1,1,12.49
898,108079000.0,36,42,13,2122000.0,0,1,18.39
899,6495000.0,24,35,32,3814000.0,1,1,13.63
900,14833000.0,48,34,13,10183000.0,1,1,13.27
901,28907000.0,36,29,33,11446000.0,0,1,12.87
902,8051000.0,36,23,3,4559000.0,0,1,17.52
903,25865000.0,60,43,23,4130000.0,1,0,19.94
904,72050000.0,36,44,28,4295000.0,1,0,19.82
905,53464000.0,24,25,18,4272000.0,1,1,14.31
906,107657000.0,24,36,5,1684000.0,1,1,15.71
907,99006000.0,12,59,32,11218000.0,1,1,12.01
908,44309000.0,24,18,39,3587000.0,1,0,19.74
909,34834000.0,36,74,22,5794000.0,0,0,23.38
910,48665000.0,24,46,0,1404000.0,0,1,19.89
911,72884000.0,60,62,4,10480000.0,1,0,19.53
912,35827000.0,12,66,26,9123000.0,1,1,11.77
913,76777000.0,36,52,15,11430000.0,0,0,20.38
914,52082000.0,12,57,5,9663000.0,1,0,18.76
915,68485000.0,36,31,39,4657000.0,0,1,17.47
916,55155000.0,60,52,12,3952000.0,1,1,17.28
917,38864000.0,12,65,34,8766000.0,1,0,17.29
918,114072000.0,48,62,18,5196000.0,1,0,20.99
919,92815000.0,36,37,22,7359000.0,1,1,12.23
920,21113000.0,48,73,15,1367000.0,1,0,24.78
921,104874000.0,12,66,42,1962000.0,1,1,13.19
922,61055000.0,48,30,9,7028000.0,1,1,16.28
923,107874000.0,48,55,24,7357000.0,1,0,19.91
924,96983000.0,12,66,19,9341000.0,1,1,13.11
925,53900000.0,60,63,30,2712000.0,1,0,21.34
926,7584000.0,48,66,3,6791000.0,1,1,15.56
927,35898000.0,48,25,43,3381000.0,1,0,20.87
928,67288000.0,60,60,22,2297000.0,0,1,17.45
929,77850000.0,48,37,1,5692000.0,0,0,24.79
930,34657000.0,48,50,21,3048000.0,1,0,21.97
931,21026000.0,48,43,36,3673000.0,0,1,16.16
932,101017000.0,24,56,7,4698000.0,1,1,15.86
933,118206000.0,60,38,6,4075000.0,0,1,19.11
934,65454000.0,48,70,13,2237000.0,1,0,21.88
935,24743000.0,60,66,2,2262000.0,1,1,16.68
936,36315000.0,36,59,15,3368000.0,1,0,21.74
937,7115000.0,36,60,18,1841000.0,1,0,21.02
938,110144000.0,48,71,17,8003000.0,1,1,15.0
939,18541000.0,60,58,15,4374000.0,1,0,21.74
940,71299000.0,60,26,7,4293000.0,1,1,15.76
941,36516000.0,60,41,32,4852000.0,0,1,18.33
942,68730000.0,24,54,11,8392000.0,1,1,13.31
943,79913000.0,36,66,10,10616000.0,1,1,13.65
944,100420000.0,60,58,4,9422000.0,1,1,14.79
945,28738000.0,60,34,26,9085000.0,0,0,23.23
946,6265000.0,24,41,11,6483000.0,0,1,18.05
947,20742000.0,24,38,16,8724000.0,1,0,18.92
948,108502000.0,60,68,5,7215000.0,1,0,20.59
949,105497000.0,12,56,32,3614000.0,0,1,15.84
950,73703000.0,60,72,4,3532000.0,0,1,20.11
951,74059000.0,60,58,27,4471000.0,1,1,14.63
952,81479000.0,24,56,13,11046000.0,1,0,16.92
953,25168000.0,24,30,4,7157000.0,0,1,16.77
954,110157000.0,60,28,32,9153000.0,1,0,20.23
955,53159000.0,60,63,40,5008000.0,0,1,16.87
956,49061000.0,60,36,18,5663000.0,1,1,16.19
957,64676000.0,24,28,21,2644000.0,1,1,14.68
958,10401000.0,60,30,4,3133000.0,0,0,26.61
959,24123000.0,60,63,1,10153000.0,1,0,21.43
960,89874000.0,48,62,29,7558000.0,1,0,18.57
961,14522000.0,12,18,38,4912000.0,1,1,11.32
962,74362000.0,36,57,3,9891000.0,0,1,15.91
963,33215000.0,12,61,32,3938000.0,0,0,21.61
964,49769000.0,48,36,12,11744000.0,0,1,18.21
965,38200000.0,36,29,19,4990000.0,1,1,14.41
966,45902000.0,60,25,6,4909000.0,1,1,16.38
967,87690000.0,48,25,14,4637000.0,1,1,16.55
968,39169000.0,60,70,22,2607000.0,1,1,16.09
969,70137000.0,24,62,13,2489000.0,1,0,21.05
970,59746000.0,48,29,22,8235000.0,1,0,19.95
971,81322000.0,24,65,18,10664000.0,0,0,21.67
972,112735000.0,48,50,28,9759000.0,0,1,16.25
973,89246000.0,48,62,19,2810000.0,1,1,15.18
974,29718000.0,24,43,28,7138000.0,0,1,16.46
975,8586000.0,36,56,23,2430000.0,0,0,24.85
976,35160000.0,12,45,17,1785000.0,1,1,16.53
977,73434000.0,60,75,9,8323000.0,1,0,20.8
978,10914000.0,48,22,40,7026000.0,0,0,22.54
979,62082000.0,60,25,7,2178000.0,1,1,17.24
980,73637000.0,24,42,25,1674000.0,1,1,14.95
981,43438000.0,60,44,28,11890000.0,1,1,13.26
982,93655000.0,24,63,9,1621000.0,0,1,20.15
983,17259000.0,60,40,16,6056000.0,0,0,23.31
984,13641000.0,12,47,1,6699000.0,1,0,18.93
985,88742000.0,12,62,5,2555000.0,1,0,20.67
986,61982000.0,12,64,4,3109000.0,1,1,15.66
987,84166000.0,12,40,27,5064000.0,1,1,14.22
988,55005000.0,12,66,40,9450000.0,0,0,19.33
